FileName1,NumberOfNucleotides1,NumberOfWeakBonds1,IsPseudoknotted1,TimeToGenerateStructuralSequence1[ns],FileName2,NumberOfNucleotides2,NumberOfWeakBonds2,IsPseudoknotted2,TimeToGenerateStructuralSequence2[ns],MaxNumberOfNucleotides1-2,STREQDistance,TimeToCalculateSTREQDistance[ns]
"CRW_16S_A_C_1.ct",1504,471,Yes,9855679,"CRW_16S_A_E_23.ct",1487,468,Yes,516680,1504,452,1597964
"CRW_16S_A_C_1.ct",1504,471,Yes,9855679,"CRW_16S_A_E_24.ct",1473,462,Yes,499649,1504,441,1577235
"CRW_16S_A_C_1.ct",1504,471,Yes,9855679,"CRW_16S_A_E_3.ct",1473,461,Yes,499793,1504,932,1601323
"CRW_16S_A_C_1.ct",1504,471,Yes,9855679,"CRW_16S_A_E_4.ct",1473,461,Yes,501679,1504,932,1597862
"CRW_16S_A_C_1.ct",1504,471,Yes,9855679,"CRW_16S_A_E_5.ct",1473,462,Yes,508312,1504,441,1563192
"CRW_16S_A_C_1.ct",1504,471,Yes,9855679,"CRW_16S_A_E_6.ct",1474,458,Yes,532653,1504,929,1644986
"CRW_16S_A_C_1.ct",1504,471,Yes,9855679,"CRW_16S_A_E_7.ct",1477,462,Yes,534964,1504,440,1687038
"CRW_16S_A_C_1.ct",1504,471,Yes,9855679,"CRW_16S_A_E_8.ct",1468,460,Yes,524010,1504,931,1577636
"CRW_16S_A_C_1.ct",1504,471,Yes,9855679,"CRW_16S_A_E_9.ct",1467,457,Yes,494981,1504,928,1580281
"CRW_16S_A_C_1.ct",1504,471,Yes,9855679,"CRW_16S_A_N_12.ct",1501,474,Yes,551686,1504,332,1596321
"CRW_16S_A_C_19.ct",1498,469,Yes,2291877,"CRW_16S_A_C_20.ct",1495,468,Yes,2247400,1498,118,1589213
"CRW_16S_A_C_19.ct",1498,469,Yes,2291877,"CRW_16S_A_C_21.ct",1495,468,Yes,745978,1498,118,1623833
"CRW_16S_A_C_19.ct",1498,469,Yes,2291877,"CRW_16S_A_C_25.ct",1505,475,Yes,775665,1505,384,1616709
"CRW_16S_A_C_19.ct",1498,469,Yes,2291877,"CRW_16S_A_E_10.ct",1481,463,Yes,749494,1498,452,1594686
"CRW_16S_A_C_19.ct",1498,469,Yes,2291877,"CRW_16S_A_E_11.ct",1481,463,Yes,746563,1498,452,1564593
"CRW_16S_A_C_19.ct",1498,469,Yes,2291877,"CRW_16S_A_E_13.ct",1473,460,Yes,542800,1498,452,1561524
"CRW_16S_A_C_19.ct",1498,469,Yes,2291877,"CRW_16S_A_E_14.ct",1476,461,Yes,528542,1498,452,1547363
"CRW_16S_A_C_19.ct",1498,469,Yes,2291877,"CRW_16S_A_E_15.ct",1472,462,Yes,532571,1498,452,1563649
"CRW_16S_A_C_19.ct",1498,469,Yes,2291877,"CRW_16S_A_E_16.ct",1512,474,Yes,552459,1512,384,1872265
"CRW_16S_A_C_19.ct",1498,469,Yes,2291877,"CRW_16S_A_E_17.ct",1496,469,Yes,547493,1498,309,2379727
"CRW_16S_A_C_19.ct",1498,469,Yes,2291877,"CRW_16S_A_E_18.ct",1500,473,Yes,541813,1500,431,1638380
"CRW_16S_A_C_19.ct",1498,469,Yes,2291877,"CRW_16S_A_E_2.ct",1493,471,Yes,534132,1498,429,1602092
"CRW_16S_A_C_19.ct",1498,469,Yes,2291877,"CRW_16S_A_E_23.ct",1487,468,Yes,516680,1498,441,1617816
"CRW_16S_A_C_19.ct",1498,469,Yes,2291877,"CRW_16S_A_E_24.ct",1473,462,Yes,499649,1498,452,2305688
"CRW_16S_A_C_19.ct",1498,469,Yes,2291877,"CRW_16S_A_E_3.ct",1473,461,Yes,499793,1498,452,2040269
"CRW_16S_A_C_19.ct",1498,469,Yes,2291877,"CRW_16S_A_E_4.ct",1473,461,Yes,501679,1498,452,1563210
"CRW_16S_A_C_19.ct",1498,469,Yes,2291877,"CRW_16S_A_E_5.ct",1473,462,Yes,508312,1498,452,1591273
"CRW_16S_A_C_19.ct",1498,469,Yes,2291877,"CRW_16S_A_E_6.ct",1474,458,Yes,532653,1498,927,1610555
"CRW_16S_A_C_19.ct",1498,469,Yes,2291877,"CRW_16S_A_E_7.ct",1477,462,Yes,534964,1498,451,1580074
"CRW_16S_A_C_19.ct",1498,469,Yes,2291877,"CRW_16S_A_E_8.ct",1468,460,Yes,524010,1498,440,1598910
"CRW_16S_A_C_19.ct",1498,469,Yes,2291877,"CRW_16S_A_E_9.ct",1467,457,Yes,494981,1498,926,1593806
"CRW_16S_A_C_19.ct",1498,469,Yes,2291877,"CRW_16S_A_N_12.ct",1501,474,Yes,551686,1501,405,1607556
"CRW_16S_A_C_20.ct",1495,468,Yes,2247400,"CRW_16S_A_C_21.ct",1495,468,Yes,745978,1495,0,1605887
"CRW_16S_A_C_20.ct",1495,468,Yes,2247400,"CRW_16S_A_C_25.ct",1505,475,Yes,775665,1505,334,1611667
"CRW_16S_A_C_20.ct",1495,468,Yes,2247400,"CRW_16S_A_E_10.ct",1481,463,Yes,749494,1495,451,1552524
"CRW_16S_A_C_20.ct",1495,468,Yes,2247400,"CRW_16S_A_E_11.ct",1481,463,Yes,746563,1495,451,1567183
"CRW_16S_A_C_20.ct",1495,468,Yes,2247400,"CRW_16S_A_E_13.ct",1473,460,Yes,542800,1495,451,1560681
"CRW_16S_A_C_20.ct",1495,468,Yes,2247400,"CRW_16S_A_E_14.ct",1476,461,Yes,528542,1495,451,1568865
"CRW_16S_A_C_20.ct",1495,468,Yes,2247400,"CRW_16S_A_E_15.ct",1472,462,Yes,532571,1495,451,1558230
"CRW_16S_A_C_20.ct",1495,468,Yes,2247400,"CRW_16S_A_E_16.ct",1512,474,Yes,552459,1512,385,1633140
"CRW_16S_A_C_20.ct",1495,468,Yes,2247400,"CRW_16S_A_E_17.ct",1496,469,Yes,547493,1496,263,1671226
"CRW_16S_A_C_20.ct",1495,468,Yes,2247400,"CRW_16S_A_E_18.ct",1500,473,Yes,541813,1500,432,1663239
"CRW_16S_A_C_20.ct",1495,468,Yes,2247400,"CRW_16S_A_E_2.ct",1493,471,Yes,534132,1495,430,1568121
"CRW_16S_A_C_20.ct",1495,468,Yes,2247400,"CRW_16S_A_E_23.ct",1487,468,Yes,516680,1495,426,1575706
"CRW_16S_A_C_20.ct",1495,468,Yes,2247400,"CRW_16S_A_E_24.ct",1473,462,Yes,499649,1495,451,1621306
"CRW_16S_A_C_20.ct",1495,468,Yes,2247400,"CRW_16S_A_E_3.ct",1473,461,Yes,499793,1495,451,1541364
"CRW_16S_A_C_20.ct",1495,468,Yes,2247400,"CRW_16S_A_E_4.ct",1473,461,Yes,501679,1495,451,1589192
"CRW_16S_A_C_20.ct",1495,468,Yes,2247400,"CRW_16S_A_E_5.ct",1473,462,Yes,508312,1495,451,1563257
"CRW_16S_A_C_20.ct",1495,468,Yes,2247400,"CRW_16S_A_E_6.ct",1474,458,Yes,532653,1495,926,1579913
"CRW_16S_A_C_20.ct",1495,468,Yes,2247400,"CRW_16S_A_E_7.ct",1477,462,Yes,534964,1495,450,1642203
"CRW_16S_A_C_20.ct",1495,468,Yes,2247400,"CRW_16S_A_E_8.ct",1468,460,Yes,524010,1495,439,1552141
"CRW_16S_A_C_20.ct",1495,468,Yes,2247400,"CRW_16S_A_E_9.ct",1467,457,Yes,494981,1495,925,1615761
"CRW_16S_A_C_20.ct",1495,468,Yes,2247400,"CRW_16S_A_N_12.ct",1501,474,Yes,551686,1501,442,1592281
"CRW_16S_A_C_21.ct",1495,468,Yes,745978,"CRW_16S_A_C_25.ct",1505,475,Yes,775665,1505,334,1615472
"CRW_16S_A_C_21.ct",1495,468,Yes,745978,"CRW_16S_A_E_10.ct",1481,463,Yes,749494,1495,451,1541904
"CRW_16S_A_C_21.ct",1495,468,Yes,745978,"CRW_16S_A_E_11.ct",1481,463,Yes,746563,1495,451,1565224
"CRW_16S_A_C_21.ct",1495,468,Yes,745978,"CRW_16S_A_E_13.ct",1473,460,Yes,542800,1495,451,1569738
"CRW_16S_A_C_21.ct",1495,468,Yes,745978,"CRW_16S_A_E_14.ct",1476,461,Yes,528542,1495,451,1567100
"CRW_16S_A_C_21.ct",1495,468,Yes,745978,"CRW_16S_A_E_15.ct",1472,462,Yes,532571,1495,451,1566183
"CRW_16S_A_C_21.ct",1495,468,Yes,745978,"CRW_16S_A_E_16.ct",1512,474,Yes,552459,1512,385,1612313
"CRW_16S_A_C_21.ct",1495,468,Yes,745978,"CRW_16S_A_E_17.ct",1496,469,Yes,547493,1496,263,1584267
"CRW_16S_A_C_21.ct",1495,468,Yes,745978,"CRW_16S_A_E_18.ct",1500,473,Yes,541813,1500,432,1578431
"CRW_16S_A_C_21.ct",1495,468,Yes,745978,"CRW_16S_A_E_2.ct",1493,471,Yes,534132,1495,430,1585700
"CRW_16S_A_C_21.ct",1495,468,Yes,745978,"CRW_16S_A_E_23.ct",1487,468,Yes,516680,1495,426,1619292
"CRW_16S_A_C_21.ct",1495,468,Yes,745978,"CRW_16S_A_E_24.ct",1473,462,Yes,499649,1495,451,1561245
"CRW_16S_A_C_21.ct",1495,468,Yes,745978,"CRW_16S_A_E_3.ct",1473,461,Yes,499793,1495,451,1560224
"CRW_16S_A_C_21.ct",1495,468,Yes,745978,"CRW_16S_A_E_4.ct",1473,461,Yes,501679,1495,451,1538039
"CRW_16S_A_C_21.ct",1495,468,Yes,745978,"CRW_16S_A_E_5.ct",1473,462,Yes,508312,1495,451,1537733
"CRW_16S_A_C_21.ct",1495,468,Yes,745978,"CRW_16S_A_E_6.ct",1474,458,Yes,532653,1495,926,1675360
"CRW_16S_A_C_21.ct",1495,468,Yes,745978,"CRW_16S_A_E_7.ct",1477,462,Yes,534964,1495,450,2179210
"CRW_16S_A_C_21.ct",1495,468,Yes,745978,"CRW_16S_A_E_8.ct",1468,460,Yes,524010,1495,439,1556763
"CRW_16S_A_C_21.ct",1495,468,Yes,745978,"CRW_16S_A_E_9.ct",1467,457,Yes,494981,1495,925,1560847
"CRW_16S_A_C_21.ct",1495,468,Yes,745978,"CRW_16S_A_N_12.ct",1501,474,Yes,551686,1501,442,1607486
"CRW_16S_A_C_25.ct",1505,475,Yes,775665,"CRW_16S_A_E_10.ct",1481,463,Yes,749494,1505,938,1591991
"CRW_16S_A_C_25.ct",1505,475,Yes,775665,"CRW_16S_A_E_11.ct",1481,463,Yes,746563,1505,938,1607613
"CRW_16S_A_C_25.ct",1505,475,Yes,775665,"CRW_16S_A_E_13.ct",1473,460,Yes,542800,1505,935,1606247
"CRW_16S_A_C_25.ct",1505,475,Yes,775665,"CRW_16S_A_E_14.ct",1476,461,Yes,528542,1505,936,1613259
"CRW_16S_A_C_25.ct",1505,475,Yes,775665,"CRW_16S_A_E_15.ct",1472,462,Yes,532571,1505,937,1611048
"CRW_16S_A_C_25.ct",1505,475,Yes,775665,"CRW_16S_A_E_16.ct",1512,474,Yes,552459,1512,383,1606092
"CRW_16S_A_C_25.ct",1505,475,Yes,775665,"CRW_16S_A_E_17.ct",1496,469,Yes,547493,1505,264,1664965
"CRW_16S_A_C_25.ct",1505,475,Yes,775665,"CRW_16S_A_E_18.ct",1500,473,Yes,541813,1505,197,1591199
"CRW_16S_A_C_25.ct",1505,475,Yes,775665,"CRW_16S_A_E_2.ct",1493,471,Yes,534132,1505,197,1627600
"CRW_16S_A_C_25.ct",1505,475,Yes,775665,"CRW_16S_A_E_23.ct",1487,468,Yes,516680,1505,444,1597288
"CRW_16S_A_C_25.ct",1505,475,Yes,775665,"CRW_16S_A_E_24.ct",1473,462,Yes,499649,1505,937,1596106
"CRW_16S_A_C_25.ct",1505,475,Yes,775665,"CRW_16S_A_E_3.ct",1473,461,Yes,499793,1505,936,1580131
"CRW_16S_A_C_25.ct",1505,475,Yes,775665,"CRW_16S_A_E_4.ct",1473,461,Yes,501679,1505,936,1550656
"CRW_16S_A_C_25.ct",1505,475,Yes,775665,"CRW_16S_A_E_5.ct",1473,462,Yes,508312,1505,937,1590469
"CRW_16S_A_C_25.ct",1505,475,Yes,775665,"CRW_16S_A_E_6.ct",1474,458,Yes,532653,1505,933,1534355
"CRW_16S_A_C_25.ct",1505,475,Yes,775665,"CRW_16S_A_E_7.ct",1477,462,Yes,534964,1505,937,1636352
"CRW_16S_A_C_25.ct",1505,475,Yes,775665,"CRW_16S_A_E_8.ct",1468,460,Yes,524010,1505,935,2371663
"CRW_16S_A_C_25.ct",1505,475,Yes,775665,"CRW_16S_A_E_9.ct",1467,457,Yes,494981,1505,932,1533598
"CRW_16S_A_C_25.ct",1505,475,Yes,775665,"CRW_16S_A_N_12.ct",1501,474,Yes,551686,1505,442,1590221
"CRW_16S_A_E_10.ct",1481,463,Yes,749494,"CRW_16S_A_E_11.ct",1481,463,Yes,746563,1481,0,1541344
"CRW_16S_A_E_10.ct",1481,463,Yes,749494,"CRW_16S_A_E_13.ct",1473,460,Yes,542800,1481,309,1537681
"CRW_16S_A_E_10.ct",1481,463,Yes,749494,"CRW_16S_A_E_14.ct",1476,461,Yes,528542,1481,308,1498377
"CRW_16S_A_E_10.ct",1481,463,Yes,749494,"CRW_16S_A_E_15.ct",1472,462,Yes,532571,1481,39,1566743
"CRW_16S_A_E_10.ct",1481,463,Yes,749494,"CRW_16S_A_E_16.ct",1512,474,Yes,552459,1512,937,1947217
"CRW_16S_A_E_10.ct",1481,463,Yes,749494,"CRW_16S_A_E_17.ct",1496,469,Yes,547493,1496,450,1865155
"CRW_16S_A_E_10.ct",1481,463,Yes,749494,"CRW_16S_A_E_18.ct",1500,473,Yes,541813,1500,936,1763333
"CRW_16S_A_E_10.ct",1481,463,Yes,749494,"CRW_16S_A_E_2.ct",1493,471,Yes,534132,1493,446,1585238
"CRW_16S_A_E_10.ct",1481,463,Yes,749494,"CRW_16S_A_E_23.ct",1487,468,Yes,516680,1487,435,1575238
"CRW_16S_A_E_10.ct",1481,463,Yes,749494,"CRW_16S_A_E_24.ct",1473,462,Yes,499649,1481,39,1545279
"CRW_16S_A_E_10.ct",1481,463,Yes,749494,"CRW_16S_A_E_3.ct",1473,461,Yes,499793,1481,384,1557769
"CRW_16S_A_E_10.ct",1481,463,Yes,749494,"CRW_16S_A_E_4.ct",1473,461,Yes,501679,1481,384,1583161
"CRW_16S_A_E_10.ct",1481,463,Yes,749494,"CRW_16S_A_E_5.ct",1473,462,Yes,508312,1481,146,1539380
"CRW_16S_A_E_10.ct",1481,463,Yes,749494,"CRW_16S_A_E_6.ct",1474,458,Yes,532653,1481,340,1561076
"CRW_16S_A_E_10.ct",1481,463,Yes,749494,"CRW_16S_A_E_7.ct",1477,462,Yes,534964,1481,135,1547718
"CRW_16S_A_E_10.ct",1481,463,Yes,749494,"CRW_16S_A_E_8.ct",1468,460,Yes,524010,1481,429,1608314
"CRW_16S_A_E_10.ct",1481,463,Yes,749494,"CRW_16S_A_E_9.ct",1467,457,Yes,494981,1481,428,1549577
"CRW_16S_A_E_10.ct",1481,463,Yes,749494,"CRW_16S_A_N_12.ct",1501,474,Yes,551686,1501,937,1631981
"CRW_16S_A_E_11.ct",1481,463,Yes,746563,"CRW_16S_A_E_13.ct",1473,460,Yes,542800,1481,309,1541581
"CRW_16S_A_E_11.ct",1481,463,Yes,746563,"CRW_16S_A_E_14.ct",1476,461,Yes,528542,1481,308,1520854
"CRW_16S_A_E_11.ct",1481,463,Yes,746563,"CRW_16S_A_E_15.ct",1472,462,Yes,532571,1481,39,1584910
"CRW_16S_A_E_11.ct",1481,463,Yes,746563,"CRW_16S_A_E_16.ct",1512,474,Yes,552459,1512,937,1617064
"CRW_16S_A_E_11.ct",1481,463,Yes,746563,"CRW_16S_A_E_17.ct",1496,469,Yes,547493,1496,450,1662213
"CRW_16S_A_E_11.ct",1481,463,Yes,746563,"CRW_16S_A_E_18.ct",1500,473,Yes,541813,1500,936,1575523
"CRW_16S_A_E_11.ct",1481,463,Yes,746563,"CRW_16S_A_E_2.ct",1493,471,Yes,534132,1493,446,1570946
"CRW_16S_A_E_11.ct",1481,463,Yes,746563,"CRW_16S_A_E_23.ct",1487,468,Yes,516680,1487,435,1861708
"CRW_16S_A_E_11.ct",1481,463,Yes,746563,"CRW_16S_A_E_24.ct",1473,462,Yes,499649,1481,39,1550718
"CRW_16S_A_E_11.ct",1481,463,Yes,746563,"CRW_16S_A_E_3.ct",1473,461,Yes,499793,1481,384,1538834
"CRW_16S_A_E_11.ct",1481,463,Yes,746563,"CRW_16S_A_E_4.ct",1473,461,Yes,501679,1481,384,1610762
"CRW_16S_A_E_11.ct",1481,463,Yes,746563,"CRW_16S_A_E_5.ct",1473,462,Yes,508312,1481,146,1680323
"CRW_16S_A_E_11.ct",1481,463,Yes,746563,"CRW_16S_A_E_6.ct",1474,458,Yes,532653,1481,340,1522001
"CRW_16S_A_E_11.ct",1481,463,Yes,746563,"CRW_16S_A_E_7.ct",1477,462,Yes,534964,1481,135,1723637
"CRW_16S_A_E_11.ct",1481,463,Yes,746563,"CRW_16S_A_E_8.ct",1468,460,Yes,524010,1481,429,1544910
"CRW_16S_A_E_11.ct",1481,463,Yes,746563,"CRW_16S_A_E_9.ct",1467,457,Yes,494981,1481,428,1526587
"CRW_16S_A_E_11.ct",1481,463,Yes,746563,"CRW_16S_A_N_12.ct",1501,474,Yes,551686,1501,937,1607889
"CRW_16S_A_E_13.ct",1473,460,Yes,542800,"CRW_16S_A_E_14.ct",1476,461,Yes,528542,1476,11,1533108
"CRW_16S_A_E_13.ct",1473,460,Yes,542800,"CRW_16S_A_E_15.ct",1472,462,Yes,532571,1473,333,1533060
"CRW_16S_A_E_13.ct",1473,460,Yes,542800,"CRW_16S_A_E_16.ct",1512,474,Yes,552459,1512,934,1641655
"CRW_16S_A_E_13.ct",1473,460,Yes,542800,"CRW_16S_A_E_17.ct",1496,469,Yes,547493,1496,453,1561835
"CRW_16S_A_E_13.ct",1473,460,Yes,542800,"CRW_16S_A_E_18.ct",1500,473,Yes,541813,1500,933,1617408
"CRW_16S_A_E_13.ct",1473,460,Yes,542800,"CRW_16S_A_E_2.ct",1493,471,Yes,534132,1493,931,1596368
"CRW_16S_A_E_13.ct",1473,460,Yes,542800,"CRW_16S_A_E_23.ct",1487,468,Yes,516680,1487,439,1577812
"CRW_16S_A_E_13.ct",1473,460,Yes,542800,"CRW_16S_A_E_24.ct",1473,462,Yes,499649,1473,333,1525363
"CRW_16S_A_E_13.ct",1473,460,Yes,542800,"CRW_16S_A_E_3.ct",1473,461,Yes,499793,1473,137,1537693
"CRW_16S_A_E_13.ct",1473,460,Yes,542800,"CRW_16S_A_E_4.ct",1473,461,Yes,501679,1473,137,1568302
"CRW_16S_A_E_13.ct",1473,460,Yes,542800,"CRW_16S_A_E_5.ct",1473,462,Yes,508312,1473,385,2122407
"CRW_16S_A_E_13.ct",1473,460,Yes,542800,"CRW_16S_A_E_6.ct",1474,458,Yes,532653,1474,320,3174358
"CRW_16S_A_E_13.ct",1473,460,Yes,542800,"CRW_16S_A_E_7.ct",1477,462,Yes,534964,1477,423,2817477
"CRW_16S_A_E_13.ct",1473,460,Yes,542800,"CRW_16S_A_E_8.ct",1468,460,Yes,524010,1473,409,1591222
"CRW_16S_A_E_13.ct",1473,460,Yes,542800,"CRW_16S_A_E_9.ct",1467,457,Yes,494981,1473,426,1845087
"CRW_16S_A_E_13.ct",1473,460,Yes,542800,"CRW_16S_A_N_12.ct",1501,474,Yes,551686,1501,934,1628488
"CRW_16S_A_E_14.ct",1476,461,Yes,528542,"CRW_16S_A_E_15.ct",1472,462,Yes,532571,1476,332,1557425
"CRW_16S_A_E_14.ct",1476,461,Yes,528542,"CRW_16S_A_E_16.ct",1512,474,Yes,552459,1512,935,1644629
"CRW_16S_A_E_14.ct",1476,461,Yes,528542,"CRW_16S_A_E_17.ct",1496,469,Yes,547493,1496,453,1594122
"CRW_16S_A_E_14.ct",1476,461,Yes,528542,"CRW_16S_A_E_18.ct",1500,473,Yes,541813,1500,934,1592253
"CRW_16S_A_E_14.ct",1476,461,Yes,528542,"CRW_16S_A_E_2.ct",1493,471,Yes,534132,1493,932,1671601
"CRW_16S_A_E_14.ct",1476,461,Yes,528542,"CRW_16S_A_E_23.ct",1487,468,Yes,516680,1487,439,1640561
"CRW_16S_A_E_14.ct",1476,461,Yes,528542,"CRW_16S_A_E_24.ct",1473,462,Yes,499649,1476,332,1566002
"CRW_16S_A_E_14.ct",1476,461,Yes,528542,"CRW_16S_A_E_3.ct",1473,461,Yes,499793,1476,127,1600658
"CRW_16S_A_E_14.ct",1476,461,Yes,528542,"CRW_16S_A_E_4.ct",1473,461,Yes,501679,1476,127,1512891
"CRW_16S_A_E_14.ct",1476,461,Yes,528542,"CRW_16S_A_E_5.ct",1473,462,Yes,508312,1476,385,1531238
"CRW_16S_A_E_14.ct",1476,461,Yes,528542,"CRW_16S_A_E_6.ct",1474,458,Yes,532653,1476,321,1502994
"CRW_16S_A_E_14.ct",1476,461,Yes,528542,"CRW_16S_A_E_7.ct",1477,462,Yes,534964,1477,423,1515609
"CRW_16S_A_E_14.ct",1476,461,Yes,528542,"CRW_16S_A_E_8.ct",1468,460,Yes,524010,1476,420,2139853
"CRW_16S_A_E_14.ct",1476,461,Yes,528542,"CRW_16S_A_E_9.ct",1467,457,Yes,494981,1476,427,1695294
"CRW_16S_A_E_14.ct",1476,461,Yes,528542,"CRW_16S_A_N_12.ct",1501,474,Yes,551686,1501,935,1578387
"CRW_16S_A_E_15.ct",1472,462,Yes,532571,"CRW_16S_A_E_16.ct",1512,474,Yes,552459,1512,936,2362280
"CRW_16S_A_E_15.ct",1472,462,Yes,532571,"CRW_16S_A_E_17.ct",1496,469,Yes,547493,1496,450,1612049
"CRW_16S_A_E_15.ct",1472,462,Yes,532571,"CRW_16S_A_E_18.ct",1500,473,Yes,541813,1500,935,1666324
"CRW_16S_A_E_15.ct",1472,462,Yes,532571,"CRW_16S_A_E_2.ct",1493,471,Yes,534132,1493,446,1613445
"CRW_16S_A_E_15.ct",1472,462,Yes,532571,"CRW_16S_A_E_23.ct",1487,468,Yes,516680,1487,435,1709543
"CRW_16S_A_E_15.ct",1472,462,Yes,532571,"CRW_16S_A_E_24.ct",1473,462,Yes,499649,1473,0,1532237
"CRW_16S_A_E_15.ct",1472,462,Yes,532571,"CRW_16S_A_E_3.ct",1473,461,Yes,499793,1473,385,6186690
"CRW_16S_A_E_15.ct",1472,462,Yes,532571,"CRW_16S_A_E_4.ct",1473,461,Yes,501679,1473,385,1052095
"CRW_16S_A_E_15.ct",1472,462,Yes,532571,"CRW_16S_A_E_5.ct",1473,462,Yes,508312,1473,133,961764
"CRW_16S_A_E_15.ct",1472,462,Yes,532571,"CRW_16S_A_E_6.ct",1474,458,Yes,532653,1474,317,1049515
"CRW_16S_A_E_15.ct",1472,462,Yes,532571,"CRW_16S_A_E_7.ct",1477,462,Yes,534964,1477,98,1000253
"CRW_16S_A_E_15.ct",1472,462,Yes,532571,"CRW_16S_A_E_8.ct",1468,460,Yes,524010,1472,428,1087699
"CRW_16S_A_E_15.ct",1472,462,Yes,532571,"CRW_16S_A_E_9.ct",1467,457,Yes,494981,1472,427,1124049
"CRW_16S_A_E_15.ct",1472,462,Yes,532571,"CRW_16S_A_N_12.ct",1501,474,Yes,551686,1501,936,1021496
"CRW_16S_A_E_16.ct",1512,474,Yes,552459,"CRW_16S_A_E_17.ct",1496,469,Yes,547493,1512,327,1051323
"CRW_16S_A_E_16.ct",1512,474,Yes,552459,"CRW_16S_A_E_18.ct",1500,473,Yes,541813,1512,392,1015937
"CRW_16S_A_E_16.ct",1512,474,Yes,552459,"CRW_16S_A_E_2.ct",1493,471,Yes,534132,1512,430,1054031
"CRW_16S_A_E_16.ct",1512,474,Yes,552459,"CRW_16S_A_E_23.ct",1487,468,Yes,516680,1512,448,1161010
"CRW_16S_A_E_16.ct",1512,474,Yes,552459,"CRW_16S_A_E_24.ct",1473,462,Yes,499649,1512,936,1020311
"CRW_16S_A_E_16.ct",1512,474,Yes,552459,"CRW_16S_A_E_3.ct",1473,461,Yes,499793,1512,935,1021572
"CRW_16S_A_E_16.ct",1512,474,Yes,552459,"CRW_16S_A_E_4.ct",1473,461,Yes,501679,1512,935,1027848
"CRW_16S_A_E_16.ct",1512,474,Yes,552459,"CRW_16S_A_E_5.ct",1473,462,Yes,508312,1512,936,1079694
"CRW_16S_A_E_16.ct",1512,474,Yes,552459,"CRW_16S_A_E_6.ct",1474,458,Yes,532653,1512,932,956795
"CRW_16S_A_E_16.ct",1512,474,Yes,552459,"CRW_16S_A_E_7.ct",1477,462,Yes,534964,1512,936,1056639
"CRW_16S_A_E_16.ct",1512,474,Yes,552459,"CRW_16S_A_E_8.ct",1468,460,Yes,524010,1512,934,1079174
"CRW_16S_A_E_16.ct",1512,474,Yes,552459,"CRW_16S_A_E_9.ct",1467,457,Yes,494981,1512,931,1013741
"CRW_16S_A_E_16.ct",1512,474,Yes,552459,"CRW_16S_A_N_12.ct",1501,474,Yes,551686,1512,402,982857
"CRW_16S_A_E_17.ct",1496,469,Yes,547493,"CRW_16S_A_E_18.ct",1500,473,Yes,541813,1500,272,1021521
"CRW_16S_A_E_17.ct",1496,469,Yes,547493,"CRW_16S_A_E_2.ct",1493,471,Yes,534132,1496,308,1012138
"CRW_16S_A_E_17.ct",1496,469,Yes,547493,"CRW_16S_A_E_23.ct",1487,468,Yes,516680,1496,442,992424
"CRW_16S_A_E_17.ct",1496,469,Yes,547493,"CRW_16S_A_E_24.ct",1473,462,Yes,499649,1496,450,1083831
"CRW_16S_A_E_17.ct",1496,469,Yes,547493,"CRW_16S_A_E_3.ct",1473,461,Yes,499793,1496,453,1014746
