Id1;ValueS;ValueE
CRW_16S_E_M_43;1.049245;384.106401
CRW_16S_E_M_45;1.145788;422.310782
CRW_16S_E_M_49;1.029283;1579.145086
CRW_16S_E_M_50;1.118662;220.698545
CRW_16S_E_M_56;1.042906;402.395758
CRW_16S_E_M_60;1.042906;402.395758
CRW_16S_E_M_61;1.024218;1665.338802
CRW_16S_E_M_64;1.122000;936.678951
CRW_16S_E_M_68;1.029283;1579.145086
CRW_16S_E_M_69;1.049245;384.106401
CRW_16S_E_M_71;1.029283;1579.145086
CRW_16S_E_M_75;1.029283;1579.145086
CRW_16S_E_M_76;1.029283;1579.145086
CRW_16S_E_M_86;1.024218;1665.338802
CRW_16S_E_M_87;1.059235;411.312768
CRW_16S_E_M_88;1.024218;1665.338802
CRW_16S_E_M_89;1.042906;402.395758
CRW_16S_E_M_95;1.029283;1579.145086
CRW_16S_E_M_97;1.059230;392.492832
CRW_16S_E_M_98;1.024218;1665.338802
CRW_16S_E_R_136;1.005561;2912.451706
CRW_16S_E_R_155;1.005561;2912.451706
CRW_16S_E_R_156;1.005561;2912.451706
CRW_16S_E_R_173;0.999523;3300.465206
CRW_16S_E_R_174;0.987822;3135.569233
CRW_16S_E_R_175;0.984280;3079.736659
CRW_16S_E_R_176;1.005561;2912.451706
CRW_16S_E_R_177;1.005561;2912.451706
CRW_16S_E_R_184;0.999523;3300.465206
CRW_16S_E_R_185;1.006526;3364.976227
CRW_16S_E_R_189;0.993838;3752.474010
CRW_16S_E_R_191;0.999523;3300.465206
CRW_16S_E_R_194;1.005561;2912.451706
CRW_16S_E_R_22;1.068009;4679.568251
CRW_16S_E_R_224;0.994154;2649.711394
CRW_16S_E_R_230;1.005561;2912.451706
CRW_16S_E_R_242;1.008260;3298.597014
CRW_16S_E_R_245;1.005561;2912.451706
CRW_16S_E_R_250;1.014171;2910.374732
CRW_16S_E_R_279;1.005561;2912.451706
CRW_16S_E_R_280;1.017040;3357.287445
CRW_16S_E_R_281;1.017040;3357.287445
CRW_16S_E_R_329;1.005561;2912.451706
CRW_16S_E_R_344;0.994154;2649.711394
CRW_16S_E_R_345;0.983096;5536.664275
CRW_16S_E_R_346;0.999523;3300.465206
CRW_16S_E_R_368;1.007933;4885.774527
CRW_16S_E_R_369;1.007933;4885.774527
CRW_16S_E_R_370;1.010523;6677.387068
CRW_16S_E_R_371;1.009263;5465.846652
CRW_16S_E_R_52;1.050059;2606.252126
CRW_16S_E_R_8;1.068009;4679.568251
CRW_16S_E_Rh_226;0.998885;2460.987287
CRW_16S_E_Rh_316;0.998885;2460.987287
CRW_16S_E_S_112;1.070335;1362.898133
CRW_16S_E_S_135;1.002393;2786.400261
CRW_16S_E_S_145;1.002393;2786.400261
CRW_16S_E_S_149;1.011558;2204.256549
CRW_16S_E_S_158;1.002393;2786.400261
CRW_16S_E_S_182;1.005157;2469.975918
CRW_16S_E_S_190;1.005157;2469.975918
CRW_16S_E_S_195;1.005434;2213.057287
CRW_16S_E_S_201;1.005157;2469.975918
CRW_16S_E_S_216;1.008583;2471.735652
CRW_16S_E_S_257;1.005168;2490.396292
CRW_16S_E_S_258;1.011558;2204.256549
CRW_16S_E_S_261;0.998870;2762.515341
CRW_16S_E_S_263;1.005157;2469.975918
CRW_16S_E_S_264;1.005157;2469.975918
CRW_16S_E_S_267;1.008583;2471.735652
CRW_16S_E_S_31;1.068427;4341.947793
CRW_16S_E_S_327;1.005157;2469.975918
CRW_16S_E_S_333;1.005157;2469.975918
CRW_16S_E_S_349;1.002393;2786.400261
CRW_16S_E_S_352;1.005157;2469.975918
CRW_16S_E_S_358;1.002393;2786.400261
CRW_16S_E_S_363;1.002393;2786.400261
CRW_16S_E_S_364;1.002393;2786.400261
CRW_16S_E_S_366;1.005157;2469.975918
CRW_16S_E_V_105;1.046464;2919.132628
CRW_16S_E_V_11;1.083363;1415.651317
CRW_16S_E_V_111;1.069358;1989.160082
CRW_16S_E_V_12;1.081341;1227.707231
CRW_16S_E_V_121;1.081548;1485.947631
CRW_16S_E_V_126;1.081548;1485.947631
CRW_16S_E_V_132;1.078854;4709.969314
CRW_16S_E_V_147;0.998870;2762.515341
CRW_16S_E_V_150;0.998870;2762.515341
CRW_16S_E_V_151;0.998870;2762.515341
CRW_16S_E_V_18;1.057886;3595.568951
CRW_16S_E_V_19;1.068427;4341.947793
CRW_16S_E_V_2;1.068497;4544.556210
CRW_16S_E_V_20;1.066147;3976.554495
CRW_16S_E_V_21;1.068427;4341.947793
CRW_16S_E_V_228;0.997208;3084.472977
CRW_16S_E_V_23;1.068427;4341.947793
CRW_16S_E_V_231;1.005157;2469.975918
CRW_16S_E_V_24;1.003902;11184.521228
CRW_16S_E_V_241;0.998870;2762.515341
CRW_16S_E_V_283;0.998870;2762.515341
CRW_16S_E_V_305;0.998870;2762.515341
CRW_16S_E_V_317;0.998870;2762.515341
CRW_16S_E_V_32;1.064948;3907.053327
CRW_16S_E_V_33;1.068497;4544.556210
CRW_16S_E_V_35;1.068427;4341.947793
CRW_16S_E_V_350;0.998870;2762.515341
CRW_16S_E_V_351;0.998870;2762.515341
CRW_16S_E_V_37;1.068427;4341.947793
CRW_16S_E_V_4;1.068427;4341.947793
CRW_16S_E_V_51;1.048220;253.485216
CRW_16S_E_V_6;1.054055;3779.776831
CRW_16S_E_V_70;1.081548;1485.947631
CRW_16S_E_V_91;1.067225;1656.803981
CRW_16S_E_V_96;1.081548;1485.947631
