FileName1,NumberOfNucleotides1,NumberOfWeakBonds1,IsPseudoknotted1,TimeToGenerateStructuralSequence1[ns],FileName2,NumberOfNucleotides2,NumberOfWeakBonds2,IsPseudoknotted2,TimeToGenerateStructuralSequence2[ns],MaxNumberOfNucleotides1-2,STREQDistance,TimeToCalculateSTREQDistance[ns]
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_103.ct",878,235,Yes,118926,1487,688,549355
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_110.ct",933,246,Yes,137388,1487,699,516127
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_113.ct",937,249,Yes,134205,1487,702,535105
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_114.ct",953,260,Yes,145736,1487,713,565156
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_117.ct",948,260,Yes,147613,1487,713,545204
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_120.ct",960,253,Yes,139127,1487,706,555133
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_123.ct",962,263,Yes,153747,1487,716,779368
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_128.ct",958,261,Yes,147429,1487,714,689511
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_130.ct",945,254,Yes,139154,1487,707,818281
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_146.ct",1812,483,Yes,654338,1812,936,1231937
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_152.ct",1810,481,Yes,513589,1810,934,1333642
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_210.ct",1995,517,Yes,613162,1995,970,1369665
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_211.ct",2394,474,Yes,495020,2394,927,1344275
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_251.ct",1870,517,Yes,745677,1870,970,1160750
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_272.ct",1803,507,Yes,576011,1803,960,1135527
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_275.ct",1869,515,Yes,655093,1869,968,1281900
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_276.ct",1826,491,Yes,538977,1826,944,1401788
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_299.ct",1918,505,Yes,761554,1918,958,1316884
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_304.ct",1863,508,Yes,576161,1863,961,1355894
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_316.ct",1815,486,Yes,542536,1815,939,1255397
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_339.ct",1872,515,Yes,694149,1872,968,1189333
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_376.ct",1805,507,Yes,766282,1805,960,1066163
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_392.ct",1826,495,Yes,548730,1826,948,1342107
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_393.ct",1826,495,Yes,580106,1826,948,1063633
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_40.ct",964,265,Yes,151289,1487,718,564476
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_41.ct",939,240,Yes,124989,1487,693,511764
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_43.ct",985,257,Yes,143648,1487,710,540523
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_45.ct",712,196,Yes,87737,1487,649,436164
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_49.ct",955,263,Yes,149261,1487,716,584955
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_50.ct",697,189,Yes,76942,1487,642,417381
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_56.ct",971,251,Yes,136279,1487,704,565106
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_60.ct",951,252,Yes,139653,1487,705,539810
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_61.ct",966,260,Yes,145712,1487,713,552539
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_64.ct",784,233,Yes,115559,1487,686,512423
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_68.ct",962,263,Yes,149144,1487,716,558823
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_69.ct",976,255,Yes,141384,1487,708,559236
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_71.ct",950,264,Yes,157614,1487,717,564988
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_75.ct",954,268,Yes,154900,1487,721,602464
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_76.ct",954,264,Yes,150222,1487,717,543057
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_86.ct",953,261,Yes,146663,1487,714,551651
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_87.ct",1138,306,Yes,223358,1487,759,633844
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_88.ct",956,260,Yes,145575,1487,713,566556
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_89.ct",956,262,Yes,149265,1487,715,549360
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_95.ct",953,262,Yes,148490,1487,715,550109
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_97.ct",944,258,Yes,145237,1487,711,566422
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_M_98.ct",944,260,Yes,145735,1487,713,568810
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_R_136.ct",1765,495,Yes,562061,1765,948,1013966
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_R_155.ct",1772,496,Yes,551774,1772,949,1026452
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_R_156.ct",1771,496,Yes,549972,1771,949,1028182
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_R_173.ct",1772,494,Yes,540115,1772,947,1028619
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_R_174.ct",1830,505,Yes,570899,1830,958,1043718
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_R_175.ct",1837,507,Yes,587209,1837,960,1058022
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_R_176.ct",1765,491,Yes,553665,1765,944,1101099
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_R_177.ct",1770,497,Yes,566486,1770,950,1044345
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_R_184.ct",1765,493,Yes,569664,1765,946,1038820
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_R_185.ct",1793,503,Yes,584232,1793,956,1033683
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_R_189.ct",1778,499,Yes,573161,1778,952,1016338
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_R_191.ct",1778,499,Yes,575236,1778,952,1090398
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_R_194.ct",1786,506,Yes,571715,1786,959,1117088
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_R_22.ct",1486,450,Yes,462149,1487,432,960647
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_R_224.ct",1796,501,Yes,578054,1796,954,1030205
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_R_230.ct",1769,499,Yes,566511,1769,952,1044437
"CRW_16S_E_A_1.ct",1487,453,Yes,9772048,"CRW_16S_E_R_242.ct",1782,498,Yes,567052,1782,951,1037205
